[86.0, 14.000000000000021, 124.48044692737429, 14.00000000000001, 124.48044692737432, 64.00000000000001, 86.0, 64.00000000000003]N
[124.48044692737429, 14.00000000000001, 161.08379888268155, 14.000000000000004, 161.08379888268155, 64.0, 124.48044692737432, 64.00000000000001]S
[161.08379888268155, 14.000000000000004, 190.17877094972067, 13.999999999999996, 190.17877094972067, 64.0, 161.08379888268155, 64.0]F
[190.17877094972067, 13.999999999999996, 217.39664804469274, 13.99999999999999, 217.39664804469274, 63.999999999999986, 190.17877094972067, 64.0]J
[217.39664804469274, 13.99999999999999, 254.0, 13.999999999999979, 254.0, 63.99999999999998, 217.39664804469274, 63.999999999999986]S
[86.0, 74.00000000000001, 105.6, 74.0, 105.60000000000001, 104.0, 86.0, 104.00000000000001]2
[105.6, 74.0, 125.19999999999999, 74.0, 125.19999999999999, 104.0, 105.60000000000001, 104.0]3
[125.19999999999999, 74.0, 144.8, 74.0, 144.8, 104.0, 125.19999999999999, 104.0]2
[144.8, 74.0, 164.39999999999998, 74.0, 164.39999999999998, 104.0, 144.8, 104.0]3
[164.39999999999998, 74.0, 184.0, 73.99999999999999, 184.0, 103.99999999999999, 164.39999999999998, 104.0]5
