[240.0, 18.000000000000018, 270.9767441860465, 18.000000000000007, 270.9767441860465, 68.0, 240.0, 68.00000000000001]S
[270.9767441860465, 18.000000000000007, 301.95348837209303, 18.000000000000004, 301.95348837209303, 67.13793103448276, 270.9767441860465, 67.13793103448276]F
[301.95348837209303, 18.000000000000004, 332.93023255813955, 17.999999999999993, 332.93023255813955, 68.0, 301.95348837209303, 68.0]S
[332.93023255813955, 17.999999999999993, 357.0232558139535, 17.999999999999993, 357.0232558139535, 67.99999999999999, 332.93023255813955, 68.0]J
[357.0232558139535, 17.999999999999993, 388.0, 17.999999999999982, 388.0, 67.13793103448273, 357.0232558139535, 67.13793103448273]F
[240.0, 78.00000000000001, 259.6, 78.0, 259.6, 108.0, 240.0, 108.00000000000001]2
[259.6, 78.0, 279.2, 78.0, 279.2, 108.0, 259.6, 108.0]3
[279.2, 78.0, 298.8, 78.0, 298.8, 108.0, 279.2, 108.0]2
[298.8, 78.0, 318.4, 78.0, 318.4, 108.0, 298.8, 108.0]3
[318.4, 78.0, 338.0, 77.99999999999999, 338.0, 107.99999999999999, 318.4, 108.0]5
